iteration,loss,gradient_norm,step_size
73,0.011924580054367551,3.351627532752203e-07,3.130220558779822e-05
74,0.011924580044222744,3.130220558772131e-07,2.923439628257954e-05
75,0.011924580035373993,2.9234396282609345e-07,2.7303185514999703e-05
76,0.011924580027655712,2.730318551496399e-07,2.5499549648350808e-05
77,0.011924580020923482,2.5499549648363857e-07,2.3815061143510724e-05
78,0.011924580015051329,2.3815061143544544e-07,2.2241849180610706e-05
79,0.011924580009929374,2.224184918062402e-07,2.077256288253828e-05
80,0.01192458000546178,2.0772562882496117e-07,1.940033696777675e-05
81,0.011924580001564938,1.9400336967751744e-07,1.8118759672278688e-05
82,0.01192457999816594,1.811875967242771e-07,1.6921842790289478e-05
83,0.01192457999520118,1.692184279027834e-07,1.5803993693744925e-05
84,0.011924579992615189,1.5803993693659287e-07,1.4759989201442735e-05
85,0.011924579990359566,1.4759989201469425e-07,1.3784951173256304e-05
86,0.011924579988392116,1.3784951173249626e-07,1.2874323716476313e-05
87,0.011924579986676013,1.287432371651798e-07,1.2023851898818994e-05
88,0.011924579985179156,1.2023851898705988e-07,1.122956186664225e-05
89,0.011924579983873524,1.122956186670215e-07,1.0487742277783159e-05
90,0.011924579982734695,1.048774227779223e-07,9.794926959162074e-06
91,0.011924579981741361,9.794926959193873e-08,9.147878711820484e-06
92,0.011924579980874931,9.147878711837005e-08,8.54357418461653e-06
93,0.011924579980119188,8.543574184503617e-08,7.979189747572343e-06
94,0.011924579979459999,7.979189747672065e-08,7.452088298885907e-06
95,0.011924579978885021,7.452088298868337e-08,6.959806941915003e-06
96,0.0119245799783835,6.959806941872792e-08,6.500045478290173e-06
97,0.011924579977946053,6.500045478338327e-08,6.0706556597715305e-06
98,0.011924579977564489,6.070655659769995e-08,5.669631150237985e-06
99,0.011924579977231673,5.6696311502767176e-08,5.29509815149524e-06
